City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Ca Mau,VN,2022-10-12 04:18:21,9.1769,105.15,303.41,67,57,2.27
292,Banda Aceh,ID,2022-10-12 04:18:21,5.5577,95.3222,301.57,65,98,1.12
293,Evanton,GB,2022-10-12 04:18:22,57.6638,-4.34,284.03,88,100,2.41
294,Zambezi,ZM,2022-10-12 04:18:22,-13.5432,23.1047,289.09,44,10,2.84
295,South River,US,2022-10-12 04:18:23,40.4465,-74.386,289.92,72,0,2.24
296,Sibiti,CG,2022-10-12 04:18:24,-3.6819,13.3499,293.57,98,96,0.61
297,Constantine,DZ,2022-10-12 04:18:24,36.365,6.6147,289.82,82,75,0.0
298,Tautira,PF,2022-10-12 04:18:25,-17.7333,-149.15,298.04,80,32,7.43
299,Farafangana,MG,2022-10-12 04:18:25,-22.8167,47.8333,293.91,80,70,2.7
300,Asfi,MA,2022-10-12 04:18:26,32.2994,-9.2372,291.64,84,0,0.47
301,Presidencia Roque Saenz Pena,AR,2022-10-12 04:18:26,-26.7852,-60.4388,286.09,52,0,2.03
302,Nicolas Bravo,MX,2022-10-12 04:18:27,18.45,-88.9167,296.83,99,99,1.07
303,Havre,FR,2022-10-12 04:18:27,49.5833,0.3333,281.37,93,0,1.54
304,Sao Paulo De Olivenca,BR,2022-10-12 04:18:28,-3.3783,-68.8725,295.61,100,88,1.21
305,Hambantota,LK,2022-10-12 04:18:29,6.1241,81.1185,302.29,67,29,6.27
306,Namibe,AO,2022-10-12 04:18:29,-15.1961,12.1522,291.74,90,19,1.41
307,Prince Rupert,CA,2022-10-12 04:15:35,54.3161,-130.3201,283.98,98,100,3.09
308,Ribeira Grande,PT,2022-10-12 04:18:30,38.5167,-28.7,294.14,88,38,0.89
309,Mbandaka,CD,2022-10-12 04:18:31,0.0487,18.2603,294.91,93,100,0.99
310,Yeniseysk,RU,2022-10-12 04:18:31,58.4497,92.1703,278.26,78,100,3.51
311,Samut Songkhram,TH,2022-10-12 04:18:32,13.4,99.9583,303.16,75,92,1.18
312,Moerai,PF,2022-10-12 04:18:33,-22.4333,-151.3333,294.7,67,18,9.54
313,Nome,US,2022-10-12 04:15:51,64.5011,-165.4064,274.19,76,100,2.57
314,Peleduy,RU,2022-10-12 04:18:34,59.6289,112.7406,275.41,97,100,4.39
315,Deputatskiy,RU,2022-10-12 04:18:34,69.3,139.9,260.18,82,2,1.77
316,Bama,NG,2022-10-12 04:18:35,11.5221,13.6856,298.01,63,50,2.48
317,Plainview,US,2022-10-12 04:18:35,40.7765,-73.4673,290.63,79,0,0.0
318,Banjar,ID,2022-10-12 04:18:36,-8.19,114.9675,302.23,66,100,1.25
319,Havre-Saint-Pierre,CA,2022-10-12 04:18:36,50.2334,-63.5986,278.15,87,100,3.6
320,Hasaki,JP,2022-10-12 04:19:37,35.7333,140.8333,295.49,64,100,8.02
321,Sorland,NO,2022-10-12 04:19:37,67.667,12.6934,278.07,69,99,11.59
322,Vestmannaeyjar,IS,2022-10-12 04:19:38,63.4427,-20.2734,280.56,71,45,7.85
323,Kayerkan,RU,2022-10-12 04:19:39,69.3497,87.7602,273.44,100,100,1.03
324,Villacarrillo,ES,2022-10-12 04:19:39,38.1156,-3.0848,287.61,68,53,1.35
325,Somerville,US,2022-10-12 04:14:49,42.3876,-71.0995,286.05,81,0,3.6
326,Falam,MM,2022-10-12 04:19:40,22.9167,93.6833,297.49,55,18,0.79
327,Vanavara,RU,2022-10-12 04:19:41,60.34,102.2797,276.56,81,100,5.6
328,Cockburn Town,TC,2022-10-12 04:19:42,21.4612,-71.1419,301.2,77,80,8.36
329,Bela,IN,2022-10-12 04:19:42,25.9333,81.9833,299.95,74,37,2.16
330,Luchow,DE,2022-10-12 04:19:43,52.9667,11.15,283.21,86,61,1.74
331,Waipawa,NZ,2022-10-12 04:18:32,-41.4122,175.5153,282.32,81,100,3.21
332,Talcahuano,CL,2022-10-12 04:19:44,-36.7167,-73.1167,284.97,87,100,1.03
333,Anloga,GH,2022-10-12 04:19:44,5.7947,0.8973,298.58,86,95,3.32
334,Kawalu,ID,2022-10-12 04:19:45,-7.3817,108.2082,298.75,84,100,2.09
335,Gornoye Loo,RU,2022-10-12 04:19:46,43.7129,39.6049,285.03,74,51,2.32
336,Manaure,CO,2022-10-12 04:19:46,11.7751,-72.4445,301.2,78,75,7.52
337,Zadar,HR,2022-10-12 04:19:47,44.1197,15.2422,285.49,76,0,1.03
338,Sakakah,SA,2022-10-12 04:19:48,29.9697,40.2064,294.91,33,0,3.31
339,Chum Phae,TH,2022-10-12 04:19:48,16.5443,102.0992,300.57,65,37,1.4
340,Lesnikovo,RU,2022-10-12 04:19:49,55.2822,65.3175,282.84,60,100,1.72
341,Puerto Madryn,AR,2022-10-12 04:18:36,-42.7692,-65.0385,288.83,42,4,9.78
342,Timmins,CA,2022-10-12 04:18:02,48.4669,-81.3331,284.05,76,0,5.14
343,Guozhen,CN,2022-10-12 04:19:50,34.3659,107.359,286.72,56,100,0.57
344,Harper,LR,2022-10-12 04:19:50,4.375,-7.7169,297.78,87,100,3.04
345,Luganville,VU,2022-10-12 04:19:51,-15.5333,167.1667,300.64,77,35,2.04
346,Port Keats,AU,2022-10-12 04:19:52,-14.25,129.55,305.13,55,95,5.48
347,Waingapu,ID,2022-10-12 04:19:52,-9.6567,120.2641,303.4,58,100,2.65
348,Sitka,US,2022-10-12 04:19:53,57.0531,-135.33,283.09,87,100,3.09
349,Mackay,AU,2022-10-12 04:15:40,-21.15,149.2,299.08,63,41,6.03
350,Narsaq,GL,2022-10-12 04:19:54,60.9167,-46.05,271.27,75,100,3.61
351,Vila Velha,BR,2022-10-12 04:16:04,-20.3297,-40.2925,297.12,83,100,2.57
352,Cassilandia,BR,2022-10-12 04:19:55,-19.1133,-51.7342,295.75,70,100,1.91
353,Kruisfontein,ZA,2022-10-12 04:19:56,-34.0033,24.7314,290.31,91,100,1.07
354,Crotone,IT,2022-10-12 04:19:56,39.0851,17.1178,291.03,78,22,2.32
355,Turbat,PK,2022-10-12 04:19:57,26.0023,63.044,302.59,7,0,2.33
356,Faya,SA,2022-10-12 04:19:58,18.3851,42.4509,288.44,32,7,1.63
357,Tateyama,JP,2022-10-12 04:19:58,34.9833,139.8667,292.65,65,100,7.62
358,Paamiut,GL,2022-10-12 04:19:59,61.994,-49.6678,270.97,57,54,4.07
359,Guaira,BR,2022-10-12 04:19:59,-20.3183,-48.3106,295.85,46,77,2.34
360,Dingle,PH,2022-10-12 04:20:00,10.9995,122.6711,303.56,70,93,5.56
361,Ostersund,SE,2022-10-12 04:20:00,63.1792,14.6357,276.4,87,0,5.66
362,Juneau,US,2022-10-12 04:20:01,58.3019,-134.4197,284.38,94,100,3.09
363,Aykhal,RU,2022-10-12 04:21:01,66.0,111.5,273.78,99,100,2.39
364,Kautokeino,NO,2022-10-12 04:21:02,69.0125,23.0412,275.08,72,31,7.08
365,Savannah Bight,HN,2022-10-12 04:21:02,16.45,-85.85,301.38,84,61,10.35
366,Spring Valley,US,2022-10-12 04:21:03,36.108,-115.245,299.88,24,0,3.6
367,Barmer,IN,2022-10-12 04:21:04,25.75,71.3833,303.08,25,0,0.27
368,Tomatlan,MX,2022-10-12 04:21:04,19.9333,-105.25,297.88,92,75,1.44
369,Lasa,IT,2022-10-12 04:21:05,46.6166,10.7002,286.64,92,91,0.55
370,Nara,JP,2022-10-12 04:18:53,34.6851,135.8049,293.13,45,99,2.74
371,Pasinler,TR,2022-10-12 04:21:06,39.9803,41.6764,271.7,58,32,0.61
372,Inirida,CO,2022-10-12 04:21:07,3.8653,-67.9239,295.9,98,93,1.16
373,Takoradi,GH,2022-10-12 04:21:07,4.8845,-1.7554,297.23,88,54,1.72
374,Bulungu,CD,2022-10-12 04:21:08,-4.55,18.6,294.18,94,94,1.38
375,Suleja,NG,2022-10-12 04:21:08,9.1758,7.1808,293.7,86,91,0.51
376,Fort Nelson,CA,2022-10-12 04:21:09,58.8053,-122.7002,282.92,50,75,2.57
377,Horasan,TR,2022-10-12 04:21:09,40.0458,42.1728,280.65,79,15,0.57
378,Saldanha,ZA,2022-10-12 04:21:10,-33.0117,17.9442,288.18,94,100,6.64
379,Skibotn,NO,2022-10-12 04:21:10,69.3913,20.2679,277.31,99,100,2.83
380,Vieste,IT,2022-10-12 04:21:11,41.8825,16.175,291.9,82,71,3.77
381,Chandrakona,IN,2022-10-12 04:21:12,22.7333,87.5167,302.49,70,41,1.84
382,Ambon,ID,2022-10-12 04:21:12,-3.6954,128.1814,303.23,74,20,3.09
383,Hazorasp,UZ,2022-10-12 04:21:13,41.3194,61.0742,284.06,12,33,2.12
384,Roald,NO,2022-10-12 04:21:13,62.5833,6.1333,283.23,71,100,3.09
385,Kudahuvadhoo,MV,2022-10-12 04:21:14,2.6708,72.8944,301.04,76,86,8.94
386,Bintulu,MY,2022-10-12 04:21:14,3.1667,113.0333,303.38,70,40,2.57
387,Filingue,NE,2022-10-12 04:21:15,14.3521,3.3168,303.19,31,37,0.64
388,Drayton Valley,CA,2022-10-12 04:21:15,53.2168,-114.9854,283.13,42,70,6.5
389,Dicabisagan,PH,2022-10-12 04:21:16,17.0818,122.4157,298.34,97,100,4.45
390,Chaman,PK,2022-10-12 04:21:17,30.9236,66.4512,292.24,8,0,1.0
391,Lavrentiya,RU,2022-10-12 04:21:17,65.5833,-171.0,271.47,59,55,3.79
392,Nova Olimpia,BR,2022-10-12 04:16:31,-14.7972,-57.2881,295.8,93,100,1.37
393,Chardara,KZ,2022-10-12 04:21:18,41.2547,67.9692,291.67,25,0,1.14
394,Isangel,VU,2022-10-12 04:21:19,-19.55,169.2667,300.21,78,75,3.09
395,Borba,BR,2022-10-12 04:21:19,-4.3878,-59.5939,297.44,79,86,0.52
396,Port Blair,IN,2022-10-12 04:21:20,11.6667,92.75,299.17,83,40,1.54
397,Poum,NC,2022-10-12 04:21:20,-20.2333,164.0167,298.59,72,98,6.26
398,Yatou,CN,2022-10-12 04:21:21,37.15,122.3833,290.97,41,0,1.52
399,Te Anau,NZ,2022-10-12 04:21:22,-45.4167,167.7167,287.63,43,7,0.83
400,Moanda,GA,2022-10-12 04:21:23,-1.5575,13.2178,293.14,99,98,0.42
401,Sept-Iles,CA,2022-10-12 04:20:32,50.2001,-66.3821,280.15,83,75,1.03
402,Richards Bay,ZA,2022-10-12 04:21:23,-28.783,32.0377,295.12,77,97,5.49
403,Novellara,IT,2022-10-12 04:21:24,44.843,10.7275,288.11,94,70,0.3
404,Srednekolymsk,RU,2022-10-12 04:21:25,67.45,153.6833,268.35,64,19,2.13
405,Garden City,US,2022-10-12 04:20:11,42.3256,-83.331,291.4,75,100,5.14
406,Kumta,IN,2022-10-12 04:21:25,14.4167,74.4,300.14,82,99,1.77
407,Kouango,CF,2022-10-12 04:21:26,4.9934,19.9619,293.39,98,59,0.81
408,Kroya,ID,2022-10-12 04:21:27,-7.6331,109.2461,300.87,74,100,4.26
409,Churapcha,RU,2022-10-12 04:21:27,62.0025,132.4325,271.36,74,98,1.84
410,Dhidhdhoo,MV,2022-10-12 04:21:28,6.8833,73.1,299.85,81,98,7.14
411,Tura,IN,2022-10-12 04:22:28,25.5198,90.2201,295.57,98,99,1.44
412,Sungaipenuh,ID,2022-10-12 04:22:29,-2.0833,101.3833,294.47,82,100,0.69
413,Swan River,CA,2022-10-12 04:22:29,52.1058,-101.2676,279.09,75,100,5.66
414,Balabac,PH,2022-10-12 04:22:30,7.9868,117.0645,301.6,78,94,9.27
415,Penzance,GB,2022-10-12 04:22:31,50.1186,-5.5371,285.53,74,92,5.44
416,Lorengau,PG,2022-10-12 04:22:31,-2.0226,147.2712,302.9,57,92,2.47
417,Anadyr,RU,2022-10-12 04:22:32,64.75,177.4833,269.43,62,20,4.0
418,Gat,IL,2022-10-12 04:22:32,31.61,34.7642,294.53,100,1,1.28
419,Zhangye,CN,2022-10-12 04:22:33,38.9342,100.4517,287.7,16,91,2.35
420,Bonthe,SL,2022-10-12 04:22:34,7.5264,-12.505,297.51,89,100,0.85
421,Gamba,GA,2022-10-12 04:22:34,-2.65,10.0,297.31,90,98,1.0
422,Chumphon,TH,2022-10-12 04:22:35,10.3333,98.8333,298.12,82,99,0.09
423,Jizan,SA,2022-10-12 04:22:36,17.3333,42.6667,301.67,73,10,0.37
424,Alliance,US,2022-10-12 04:22:36,40.9153,-81.1059,286.93,79,71,3.27
425,Mazatlan,MX,2022-10-12 04:21:41,23.2167,-106.4167,302.6,67,0,4.12
426,Katobu,ID,2022-10-12 04:22:37,-4.9408,122.5276,303.28,61,87,2.06
427,Bubaque,GW,2022-10-12 04:22:38,11.2833,-15.8333,301.64,69,100,4.57
428,Ati,TD,2022-10-12 04:22:39,13.2154,18.3353,301.02,56,7,3.23
429,Nizwa,OM,2022-10-12 04:22:39,22.9333,57.5333,300.77,19,2,0.2
430,Pacifica,US,2022-10-12 04:22:40,37.6138,-122.4869,290.05,90,20,4.12
431,Povolzhskiy,RU,2022-10-12 04:22:41,53.5854,49.7629,281.94,86,53,2.22
432,Calamar,CO,2022-10-12 04:22:41,10.2511,-74.9146,298.18,92,28,2.36
433,Beeville,US,2022-10-12 04:22:42,28.4008,-97.7483,297.03,94,0,2.06
434,Beneditinos,BR,2022-10-12 04:22:42,-5.45,-42.3667,299.15,34,35,2.05
435,Tombouctou,ML,2022-10-12 04:22:43,20.0,-3.0,302.22,16,4,3.29
436,Sumbe,AO,2022-10-12 04:22:43,-11.2061,13.8437,295.46,88,77,2.86
437,Olinda,BR,2022-10-12 04:19:39,-8.0089,-34.8553,298.0,73,75,5.14
438,Rio Bananal,BR,2022-10-12 04:22:44,-19.265,-40.3333,292.95,95,11,0.56
439,Panzhihua,CN,2022-10-12 04:22:45,26.5851,101.7128,292.78,78,100,0.65
440,Aranos,NA,2022-10-12 04:22:45,-24.1333,19.1167,293.69,15,64,6.38
441,Sungairaya,ID,2022-10-12 04:22:46,0.7,108.9,302.37,67,35,2.97
442,Terrace,CA,2022-10-12 04:22:46,54.5163,-128.6035,284.1,81,100,3.6
443,Kozan,TR,2022-10-12 04:22:47,37.4552,35.8157,292.21,36,11,2.35
444,Kieta,PG,2022-10-12 04:22:47,-6.2167,155.6333,301.55,76,98,1.73
445,Alindao,CF,2022-10-12 04:22:48,5.0267,21.2088,292.46,98,75,1.14
446,Obo,CF,2022-10-12 04:22:49,5.3998,26.4869,291.7,97,78,0.74
447,Iberia,US,2022-10-12 04:22:49,29.9502,-91.7507,296.46,78,75,0.0
448,Sao Joao Da Barra,BR,2022-10-12 04:22:50,-21.6403,-41.0511,295.71,85,64,9.53
449,Eenhana,NA,2022-10-12 04:22:50,-17.4667,16.3333,291.66,22,5,2.48
450,Petropavlovka,RU,2022-10-12 04:22:51,50.6114,105.3196,281.18,52,58,1.83
451,Allen,US,2022-10-12 04:22:51,41.0706,-85.0144,291.58,55,100,4.12
452,Kavieng,PG,2022-10-12 04:22:52,-2.5744,150.7967,302.63,66,100,3.24
453,Chifeng,CN,2022-10-12 04:22:52,42.2683,118.9636,291.16,14,75,4.12
454,Aklavik,CA,2022-10-12 04:22:53,68.2191,-135.0107,268.43,82,45,0.6
455,Pietersburg,ZA,2022-10-12 04:22:54,-23.9045,29.4688,284.62,87,6,1.54
456,Madison,US,2022-10-12 04:19:34,34.7334,-86.5667,291.94,79,0,2.24
457,Novikovo,RU,2022-10-12 04:23:55,51.1537,37.8879,278.78,85,67,3.88
458,Mandalgovi,MN,2022-10-12 04:23:55,45.7625,106.2708,279.59,42,6,5.97
459,Graaff-Reinet,ZA,2022-10-12 04:23:56,-32.2522,24.5308,288.66,72,99,0.86
460,Moreira Sales,BR,2022-10-12 04:23:56,-24.0622,-53.0069,290.58,98,100,0.19
461,Winnemucca,US,2022-10-12 04:20:50,40.973,-117.7357,283.18,37,0,0.0
462,Stornoway,GB,2022-10-12 04:23:57,58.2093,-6.3865,284.13,94,100,10.8
463,Castelbuono,IT,2022-10-12 04:23:58,37.932,14.0886,290.97,78,49,1.6
464,Skibbereen,IE,2022-10-12 04:23:58,51.55,-9.2667,287.65,90,97,5.29
465,Ballina,AU,2022-10-12 04:23:59,-28.8667,153.5667,294.83,69,58,5.45
466,Terrasini,IT,2022-10-12 04:23:59,38.146,13.0844,293.27,82,0,1.54
467,Tchaourou,BJ,2022-10-12 04:24:00,8.8865,2.5975,294.4,96,68,1.62
468,Rantepao,ID,2022-10-12 04:24:00,-2.9701,119.8978,298.85,75,88,1.19
469,La Ronge,CA,2022-10-12 04:24:01,55.1001,-105.2842,280.29,45,75,7.72
470,Ust-Ishim,RU,2022-10-12 04:24:02,57.6935,71.1665,279.88,70,84,1.56
471,Klyuchi,RU,2022-10-12 04:24:03,52.2667,79.1667,285.4,46,100,3.74
472,Mantua,IT,2022-10-12 04:24:03,45.1667,10.7833,287.73,87,55,1.57
473,Carauari,BR,2022-10-12 04:24:04,-4.8828,-66.8958,295.54,98,88,0.81
474,Aden,YE,2022-10-12 04:23:32,12.7794,45.0367,302.33,64,5,4.21
475,Kropotkin,RU,2022-10-12 04:24:05,45.4375,40.5756,284.8,75,99,4.73
476,Kozlovka,RU,2022-10-12 04:24:06,55.8428,48.2492,281.84,92,100,2.06
477,Castro-Urdiales,ES,2022-10-12 04:24:06,43.3829,-3.2204,290.77,87,77,1.38
478,Awjilah,LY,2022-10-12 04:24:07,29.1081,21.2869,295.19,40,84,2.41
479,Morondava,MG,2022-10-12 04:24:07,-20.2833,44.2833,298.34,77,0,2.35
480,Novoagansk,RU,2022-10-12 04:24:08,61.9449,76.6625,277.41,84,100,5.26
481,Karaj,IR,2022-10-12 04:24:08,35.8355,51.0103,289.44,66,0,7.2
482,Chumikan,RU,2022-10-12 04:24:09,54.7183,135.315,279.91,57,3,8.21
483,Banfora,BF,2022-10-12 04:24:10,10.6333,-4.7667,295.4,95,46,1.41
484,Galesong,ID,2022-10-12 04:24:10,-5.3166,119.3661,302.16,66,91,2.47
485,Jumla,NP,2022-10-12 04:24:11,29.2747,82.1838,289.3,64,64,1.91
486,Ayan,RU,2022-10-12 04:24:11,56.45,138.1667,278.57,49,2,2.55
487,Yanam,IN,2022-10-12 04:24:12,16.7333,82.2167,301.36,81,99,0.77
488,Monterey,US,2022-10-12 04:22:52,36.2505,-121.2516,291.03,59,0,2.22
489,Laguna,US,2022-10-12 04:20:43,38.421,-121.4238,297.23,55,0,2.57
490,Natal,BR,2022-10-12 04:24:12,-5.795,-35.2094,295.51,88,20,5.14
491,Antofagasta,CL,2022-10-12 04:24:14,-23.65,-70.4,286.75,77,42,2.64
492,Marawi,PH,2022-10-12 04:24:15,7.9986,124.2928,301.17,60,100,1.54
493,Port Augusta,AU,2022-10-12 04:24:15,-32.5,137.7667,287.58,85,100,2.75
494,Saint-Pierre,RE,2022-10-12 04:24:16,-21.3393,55.4781,296.97,53,20,1.54
495,Bud,US,2022-10-12 04:24:17,39.447,-86.1758,291.4,66,100,4.07
496,Ilam,NP,2022-10-12 04:24:18,26.9167,87.9167,294.07,89,83,1.07
497,Chicama,PE,2022-10-12 04:24:18,-7.8447,-79.1469,287.45,85,77,3.21
498,Mnogovershinnyy,RU,2022-10-12 04:24:19,53.9353,139.9242,275.61,81,100,2.8
499,Grindavik,IS,2022-10-12 04:24:20,63.8424,-22.4338,279.41,81,40,7.72
500,Nishihara,JP,2022-10-12 04:24:21,26.1842,127.7558,299.96,67,75,7.72
501,Skjervoy,NO,2022-10-12 04:19:59,70.0311,20.9714,279.15,84,100,10.46
502,Okha,RU,2022-10-12 04:25:21,53.5739,142.9478,279.31,87,100,6.51
503,Abu Samrah,SY,2022-10-12 04:25:22,35.3029,37.1841,291.95,58,1,1.18
504,Vila,PT,2022-10-12 04:25:22,42.0304,-8.1588,283.64,93,81,1.63
505,Suluq,LY,2022-10-12 04:25:23,31.6682,20.2521,293.69,48,13,3.51
506,Biryusinsk,RU,2022-10-12 04:25:24,55.9634,97.8235,279.0,84,100,4.71
507,Grants Pass,US,2022-10-12 04:25:15,42.439,-123.3284,293.88,65,0,0.0
508,Boa Vista,BR,2022-10-12 04:25:24,2.8197,-60.6733,298.14,83,0,1.54
509,Komsomolskiy,UZ,2022-10-12 04:25:25,40.4272,71.7189,290.55,34,0,1.03
510,Sao Felix Do Xingu,BR,2022-10-12 04:25:26,-6.6447,-51.995,295.68,80,79,0.46
511,College,US,2022-10-12 04:25:26,64.8569,-147.8028,272.14,80,75,2.06
512,Nabire,ID,2022-10-12 04:25:06,-3.3667,135.4833,303.44,62,60,2.28
513,Rio Grande,BR,2022-10-12 04:25:27,-32.035,-52.0986,287.96,95,100,6.65
514,Arlit,NE,2022-10-12 04:25:28,18.7369,7.3853,301.1,18,2,4.01
515,Porto Novo,BJ,2022-10-12 04:25:28,6.4965,2.6036,299.05,92,84,1.83
516,Nhulunbuy,AU,2022-10-12 04:25:29,-12.2333,136.7667,306.49,55,75,5.14
517,Khartoum,SD,2022-10-12 04:21:02,15.5518,32.5324,304.35,19,4,5.31
518,Lensk,RU,2022-10-12 04:25:29,60.7253,114.9278,276.75,96,99,3.18
519,Odienne,CI,2022-10-12 04:25:30,9.51,-7.5692,294.38,98,100,1.48
520,Kaduna,NG,2022-10-12 04:25:31,10.5222,7.4383,294.57,68,48,1.53
521,Raahe,FI,2022-10-12 04:25:31,64.6833,24.4833,278.2,78,53,8.18
522,Hamina,FI,2022-10-12 04:25:32,60.5697,27.1979,276.75,84,0,5.31
523,Auki,SB,2022-10-12 04:25:32,-8.7676,160.7034,301.11,77,42,0.13
524,Kysyl-Syr,RU,2022-10-12 04:25:33,63.8986,122.7617,272.38,93,100,2.73
525,Baran,IN,2022-10-12 04:25:33,25.1,76.5167,299.6,61,1,0.96
526,Nyimba,ZM,2022-10-12 04:25:34,-14.5566,30.8149,294.22,56,0,3.68
527,Mayo,US,2022-10-12 04:25:34,38.8876,-76.5119,288.12,82,0,0.45
528,Korla,CN,2022-10-12 04:25:35,41.7597,86.1469,284.56,44,0,1.78
529,Hualmay,PE,2022-10-12 04:25:36,-11.0964,-77.6139,289.15,87,13,3.89
530,Menongue,AO,2022-10-12 04:25:36,-14.6585,17.691,288.91,27,17,2.56
531,Ossora,RU,2022-10-12 04:25:37,59.2353,163.0719,277.41,97,100,13.17
532,Yenagoa,NG,2022-10-12 04:25:37,4.9247,6.2642,296.71,94,100,1.75
533,Fomboni,KM,2022-10-12 04:25:38,-12.28,43.7425,297.34,74,5,2.53
534,Xichang,CN,2022-10-12 04:25:38,27.8964,102.2634,287.79,92,100,0.29
535,Karratha,AU,2022-10-12 04:25:39,-20.7377,116.8463,303.92,18,5,7.86
536,Abu Dhabi,AE,2022-10-12 04:22:21,24.4667,54.3667,302.16,85,0,0.51
537,Lake Cowichan,CA,2022-10-12 04:25:40,48.825,-124.0546,287.03,87,1,0.34
538,Iraquara,BR,2022-10-12 04:25:40,-12.2486,-41.6194,289.99,86,0,2.54
539,Gimli,CA,2022-10-12 04:25:41,50.6336,-96.9907,281.16,76,98,6.69
540,Taitung,TW,2022-10-12 04:25:41,22.7583,121.1444,302.3,61,40,3.6
541,Mahibadhoo,MV,2022-10-12 04:25:42,3.7833,72.9667,300.74,78,86,9.11
542,Bronderslev,DK,2022-10-12 04:25:43,57.2702,9.941,282.07,90,67,4.19
543,Kalaleh,IR,2022-10-12 04:25:43,37.3807,55.4916,295.35,88,100,0.0
544,Jhabua,IN,2022-10-12 04:25:44,22.7667,74.6,300.51,52,84,2.84
545,Perene,PE,2022-10-12 04:25:45,-10.9492,-75.2261,294.82,87,74,0.93
546,Champasak,LA,2022-10-12 04:25:45,14.75,106.0,302.64,52,1,1.41
547,Loubomo,CG,2022-10-12 04:25:46,-4.1997,12.6739,294.57,95,58,0.89
